Classifier,Acc_black,Acc_white,Acc_Diff,ClassAcc_Absent_black,ClassAcc_Present_black,ClassAcc_Absent_white,ClassAcc_Present_white,ClassAcc_Absent_Diff,ClassAcc_Present_Diff,Acc_Chisq_stat,Acc_Chisq_df,Acc_Chisq_p,ClassAcc_Absent_Chisq_stat,ClassAcc_Present_Chisq_stat,ClassAcc_Absent_Chisq_df,ClassAcc_Present_Chisq_df,ClassAcc_Absent_Chisq_p,ClassAcc_Present_Chisq_p,AccAUC,AUC,Acc,AccHalf,ClassAcc_Absent,ClassAccHalf_Absent,ClassAcc_Present,ClassAccHalf_Present,Description
UMS0.0,0.9171375178630318,0.8260205741746552,0.09111694368837653,0.7138425746413338,0.9431398318744265,0.8800181790637782,0.720791202302753,-0.1661756044224444,0.22234862957167356,174.04691109183565,1,9.668073755203756e-40,101.86089157800566,542.2900267750397,1,1,5.956087313395524e-24,5.987478253117481e-120,0.823078658907292,0.9411621174138124,0.8745218442378195,0.8720643181764173,0.8529118904421037,0.8461655130245618,0.887257360622518,0.8872773581776947,"Baseline auto-coder of rpresent, with all data and predictors"
